WARENAUSGANG_NR;WARENAUSGANG_DATUM;RECHNUNGSNUMMER;DEBITOR;DEBITORNAME;BETRAG_EUR;LAGERORT
WA301089;09.07.2025;AR501089;100059;FOKUS RECYCLING GMBH & CO. KG;16350,00;Werk Musterhausen
WA301090;15.07.2025;AR501090;100081;ADLER RECYCLING GMBH;6782,00;Werk Musterhausen
WA301091;03.07.2025;AR501091;100125;AURORA HANDEL GMBH;51314,00;Werk Musterhausen
WA301092;16.07.2025;AR501092;100119;TITAN WERKSTOFFE GMBH & CO. KG;19918,00;Werk Musterhausen
WA301093;18.07.2025;AR501093;100116;KRANICH MASCHINEN KG;23421,00;Werk Musterhausen
WA301094;14.07.2025;AR501094;100108;ATLAS MASCHINEN AG;530,00;Werk Musterhausen
WA301095;23.07.2025;AR501095;100051;PACTUM DISTRIBUTION KG;48857,00;Werk Musterhausen
WA301096;22.07.2025;AR501096;100027;BOREAS TRANSPORT AG;29272,00;Werk Musterhausen
WA301097;29.07.2025;AR501097;100009;TITAN TECHNIK GMBH;38716,00;Werk Musterhausen
WA301098;24.07.2025;AR501098;100155;RATIO TRANSPORT GMBH;18468,00;Werk Musterhausen
WA301099;26.07.2025;AR501099;100110;RATIO RECYCLING E.K.;18874,00;Werk Musterhausen
WA301100;26.07.2025;AR501100;100083;MERKUR MASCHINEN GMBH;36330,00;Werk Musterhausen
WA301101;13.07.2025;AR501101;100048;ATLAS ETIKETTEN GMBH & CO. KG;35708,00;Werk Musterhausen
WA301102;03.07.2025;AR501102;100036;KRONOS PAPIER GMBH;49365,00;Werk Musterhausen
WA301103;22.07.2025;AR501103;100024;KRANICH HANDEL GMBH;22232,00;Werk Musterhausen
WA301104;30.07.2025;AR501104;100038;SATURN MASCHINEN GMBH;51462,00;Werk Musterhausen
WA301105;21.07.2025;AR501105;100031;RATIO PAPIER KG;49441,00;Werk Musterhausen
WA301106;31.07.2025;AR501106;100125;AURORA HANDEL GMBH;606,00;Werk Musterhausen
WA301107;27.07.2025;AR501107;100149;RATIO DISTRIBUTION GMBH;45302,00;Werk Musterhausen
WA301108;27.07.2025;AR501108;100068;VEGA ETIKETTEN KG;15211,00;Werk Musterhausen
WA301109;22.07.2025;AR501109;100032;OMEGA VERPACKUNG KG;34173,00;Werk Musterhausen
WA301110;24.07.2025;AR501110;100140;MERKUR HANDEL E.K.;25458,00;Werk Musterhausen
WA301111;07.07.2025;AR501111;100084;FOKUS LOGISTIK AG;26629,00;Werk Musterhausen
WA301112;21.07.2025;AR501112;100018;SOLUM RECYCLING AG;15001,00;Werk Musterhausen
WA301113;29.07.2025;AR501113;100140;MERKUR HANDEL E.K.;886,00;Werk Musterhausen
WA301114;27.07.2025;AR501114;100156;KRANICH PAPIER GMBH & CO. KG;51906,00;Werk Musterhausen
WA301115;13.07.2025;AR501115;100141;SOLUM TRANSPORT KG;27297,00;Werk Musterhausen
WA301116;04.07.2025;AR501116;100101;WEST KARTON GMBH;19265,00;Werk Musterhausen
WA301117;12.07.2025;AR501117;100093;TERRA RECYCLING GMBH;23906,00;Werk Musterhausen
WA301118;01.07.2025;AR501118;100048;ATLAS ETIKETTEN GMBH & CO. KG;49053,00;Werk Musterhausen
WA301119;31.07.2025;AR501119;100127;TERRA TECHNIK KG;48871,00;Werk Musterhausen
WA301120;17.07.2025;AR501120;100135;PACTUM KARTON E.K.;4270,00;Werk Musterhausen
WA301121;03.07.2025;AR501121;100072;IRIS LOGISTIK E.K.;10388,00;Werk Musterhausen
WA301122;03.07.2025;AR501122;100005;CORVUS HANDEL KG;30555,00;Werk Musterhausen
WA301123;16.07.2025;AR501123;100015;OST WERKSTOFFE AG;54710,00;Werk Musterhausen
WA301124;12.07.2025;AR501124;100099;VEGA CHEMIE KG;5285,00;Werk Musterhausen
WA301125;20.07.2025;AR501125;100141;SOLUM TRANSPORT KG;42976,00;Werk Musterhausen
WA301126;18.07.2025;AR501126;100072;IRIS LOGISTIK E.K.;15349,00;Werk Musterhausen
WA301127;26.07.2025;AR501127;100054;CIVES ETIKETTEN SE;45402,00;Werk Musterhausen
WA301128;26.07.2025;AR501128;100035;CIVES TECHNIK GMBH;48694,00;Werk Musterhausen
WA301129;20.07.2025;AR501129;100043;DELTA BESCHICHTUNG GMBH & CO. KG;11163,00;Werk Musterhausen
WA301130;10.07.2025;AR501130;100153;KRONOS INDUSTRIEBEDARF E.K.;5437,00;Werk Musterhausen
WA301131;05.07.2025;AR501131;100100;KRONOS TRANSPORT SE;39855,00;Werk Musterhausen
WA301132;27.07.2025;AR501132;100088;NOVA BESCHICHTUNG GMBH;27586,00;Werk Musterhausen
WA301133;16.07.2025;AR501133;100135;PACTUM KARTON E.K.;561,00;Werk Musterhausen
WA301134;31.07.2025;AR501134;100144;WEST CHEMIE SE;17718,00;Werk Musterhausen
WA301135;21.07.2025;AR501135;100105;WEST SYSTEME GMBH & CO. KG;28585,00;Werk Musterhausen
WA301136;07.07.2025;AR501136;100132;CORVUS CHEMIE KG;3465,00;Werk Musterhausen
WA301137;27.07.2025;AR501137;100089;LUPUS RECYCLING GMBH;2455,00;Werk Musterhausen
WA301138;09.07.2025;AR501138;100140;MERKUR HANDEL E.K.;24057,00;Werk Musterhausen
WA301139;27.07.2025;AR501139;100106;ALPHA RECYCLING AG;1008,00;Werk Musterhausen
WA301140;16.07.2025;AR501140;100006;SÜD DRUCK GMBH;36402,00;Werk Musterhausen
WA301141;04.07.2025;AR501141;100095;KRONOS MASCHINEN SE;7353,00;Werk Musterhausen
WA301142;16.07.2025;AR501142;100104;NORD INDUSTRIEBEDARF GMBH;1696,00;Werk Musterhausen
WA301143;18.07.2025;AR501143;100134;SOLUM TRANSPORT E.K.;17082,00;Werk Musterhausen
WA301144;19.07.2025;AR501144;100045;HELIOS DRUCK GMBH;1498,00;Werk Musterhausen
WA301145;09.07.2025;AR501145;100158;WEST SYSTEME AG;29881,00;Werk Musterhausen
WA301146;08.07.2025;AR501146;100084;FOKUS LOGISTIK AG;26971,00;Werk Musterhausen
WA301147;18.07.2025;AR501147;100019;POLLUX SYSTEME GMBH;9069,00;Werk Musterhausen
WA301148;25.07.2025;AR501148;100035;CIVES TECHNIK GMBH;50144,00;Werk Musterhausen
WA301149;07.07.2025;AR501149;100096;ALPHA SYSTEME E.K.;6538,00;Werk Musterhausen
WA301150;22.07.2025;AR501150;100108;ATLAS MASCHINEN AG;40331,00;Werk Musterhausen
WA301151;05.07.2025;AR501151;100076;PACTUM LOGISTIK SE;28165,00;Werk Musterhausen
WA301152;02.07.2025;AR501152;100046;SÜD KUNSTSTOFF KG;38028,00;Werk Musterhausen
WA301153;02.07.2025;AR501153;100041;PRISMA HANDEL E.K.;10141,00;Werk Musterhausen
WA301154;05.07.2025;AR501154;100025;LUPUS CHEMIE AG;39467,00;Werk Musterhausen
WA301155;27.07.2025;AR501155;100052;ORION TRANSPORT GMBH;6937,00;Werk Musterhausen
WA301156;17.07.2025;AR501156;100158;WEST SYSTEME AG;27840,00;Werk Musterhausen
WA301157;24.07.2025;AR501157;100051;PACTUM DISTRIBUTION KG;54206,00;Werk Musterhausen
WA301158;05.07.2025;AR501158;100128;RATIO INDUSTRIEBEDARF AG;2200,00;Werk Musterhausen
WA301159;23.07.2025;AR501159;100044;VEGA FORMTEILE GMBH;43350,00;Werk Musterhausen
WA301160;22.07.2025;AR501160;100088;NOVA BESCHICHTUNG GMBH;8447,00;Werk Musterhausen
WA301161;29.07.2025;AR501161;100080;RATIO SYSTEME GMBH;34774,00;Werk Musterhausen
WA301162;17.07.2025;AR501162;100135;PACTUM KARTON E.K.;630,00;Werk Musterhausen
WA301163;09.07.2025;AR501163;100096;ALPHA SYSTEME E.K.;43520,00;Werk Musterhausen
WA301164;13.07.2025;AR501164;100059;FOKUS RECYCLING GMBH & CO. KG;44045,00;Werk Musterhausen
WA301165;11.07.2025;AR501165;100138;ALPHA FOLIEN GMBH;52008,00;Werk Musterhausen
WA301166;26.07.2025;AR501166;100083;MERKUR MASCHINEN GMBH;8408,00;Werk Musterhausen
WA301167;14.07.2025;AR501167;100152;NORD WERKSTOFFE GMBH;9184,00;Werk Musterhausen
WA301168;20.07.2025;AR501168;100093;TERRA RECYCLING GMBH;34627,00;Werk Musterhausen
WA301169;04.07.2025;AR501169;100099;VEGA CHEMIE KG;46829,00;Werk Musterhausen
WA301170;06.07.2025;AR501170;100139;RATIO BESCHICHTUNG KG;50096,00;Werk Musterhausen
WA301171;31.07.2025;AR501171;100119;TITAN WERKSTOFFE GMBH & CO. KG;25780,00;Werk Musterhausen
WA301172;23.07.2025;AR501172;100079;CORVUS KARTON GMBH;45180,00;Werk Musterhausen
WA301173;11.07.2025;AR501173;100068;VEGA ETIKETTEN KG;30230,00;Werk Musterhausen
WA301174;12.07.2025;AR501174;100127;TERRA TECHNIK KG;27797,00;Werk Musterhausen
WA301175;21.07.2025;AR501175;100143;NOVA WERKSTOFFE KG;11822,00;Werk Musterhausen
WA301176;13.07.2025;AR501176;100064;FALKE MASCHINEN GMBH;28188,00;Werk Musterhausen
WA301177;27.07.2025;AR501177;100131;WEST FORMTEILE GMBH;24209,00;Werk Musterhausen
WA301178;30.07.2025;AR501178;100024;KRANICH HANDEL GMBH;24422,00;Werk Musterhausen
WA301179;01.07.2025;AR501179;100124;MERKUR MASCHINEN KG;2854,00;Werk Musterhausen
WA301180;31.07.2025;AR501180;100140;MERKUR HANDEL E.K.;51699,00;Werk Musterhausen
WA301181;01.07.2025;AR501181;100043;DELTA BESCHICHTUNG GMBH & CO. KG;37678,00;Werk Musterhausen
WA301182;19.07.2025;AR501182;100129;ALPHA PAPIER E.K.;47837,00;Werk Musterhausen
WA301183;01.07.2025;AR501183;100130;TITAN DISTRIBUTION GMBH;11021,00;Werk Musterhausen
WA301184;15.07.2025;AR501184;100117;ATLAS HANDEL E.K.;44082,00;Werk Musterhausen
WA301185;17.07.2025;AR501185;100000;FALKE FOLIEN E.K.;6142,00;Werk Musterhausen
WA301186;07.07.2025;AR501186;100031;RATIO PAPIER KG;20365,00;Werk Musterhausen
WA301187;06.07.2025;AR501187;100023;OST PAPIER SE;4220,00;Werk Musterhausen
WA301188;12.07.2025;AR501188;100010;FOKUS TECHNIK GMBH;32151,00;Werk Musterhausen
WA301189;28.07.2025;AR501189;100081;ADLER RECYCLING GMBH;54967,00;Werk Musterhausen
WA301190;30.08.2025;AR501190;100045;HELIOS DRUCK GMBH;11858,00;Werk Musterhausen
WA301191;19.08.2025;AR501191;100067;NOVA DRUCK GMBH;12895,00;Werk Musterhausen
WA301192;12.08.2025;AR501192;100104;NORD INDUSTRIEBEDARF GMBH;54890,00;Werk Musterhausen
WA301193;18.08.2025;AR501193;100150;SÜD RECYCLING GMBH;21746,00;Werk Musterhausen
WA301194;03.08.2025;AR501194;100004;PRISMA SYSTEME AG;45566,00;Werk Musterhausen
WA301195;27.08.2025;AR501195;100132;CORVUS CHEMIE KG;13820,00;Werk Musterhausen
WA301196;31.08.2025;AR501196;100040;SOLUM WERKSTOFFE GMBH;12215,00;Werk Musterhausen
WA301197;28.08.2025;AR501197;100030;PRISMA ETIKETTEN AG;10218,00;Werk Musterhausen
WA301198;30.08.2025;AR501198;100004;PRISMA SYSTEME AG;5558,00;Werk Musterhausen
WA301199;03.08.2025;AR501199;100136;KRANICH LOGISTIK GMBH;48009,00;Werk Musterhausen
WA301200;14.08.2025;AR501200;100106;ALPHA RECYCLING AG;25283,00;Werk Musterhausen
WA301201;22.08.2025;AR501201;100047;ADLER KARTON KG;26171,00;Werk Musterhausen
WA301202;10.08.2025;AR501202;100056;NORD WERKSTOFFE SE;39941,00;Werk Musterhausen
WA301203;18.08.2025;AR501203;100107;CASTOR VERPACKUNG AG;16253,00;Werk Musterhausen
WA301204;15.08.2025;AR501204;100096;ALPHA SYSTEME E.K.;8645,00;Werk Musterhausen
WA301205;11.08.2025;AR501205;100109;SOLUM KARTON GMBH & CO. KG;33823,00;Werk Musterhausen
WA301206;15.08.2025;AR501206;100065;ATLAS ETIKETTEN E.K.;12623,00;Werk Musterhausen
WA301207;22.08.2025;AR501207;100020;ADLER TRANSPORT GMBH;27008,00;Werk Musterhausen
WA301208;01.08.2025;AR501208;100059;FOKUS RECYCLING GMBH & CO. KG;49811,00;Werk Musterhausen
WA301209;06.08.2025;AR501209;100039;IRIS TECHNIK GMBH;4063,00;Werk Musterhausen
WA301210;03.08.2025;AR501210;100130;TITAN DISTRIBUTION GMBH;41285,00;Werk Musterhausen
WA301211;26.08.2025;AR501211;100093;TERRA RECYCLING GMBH;29217,00;Werk Musterhausen
WA301212;13.08.2025;AR501212;100063;MERKUR DRUCK SE;24014,00;Werk Musterhausen
WA301213;15.08.2025;AR501213;100031;RATIO PAPIER KG;18599,00;Werk Musterhausen
WA301214;25.08.2025;AR501214;100047;ADLER KARTON KG;484,00;Werk Musterhausen
WA301215;28.08.2025;AR501215;100079;CORVUS KARTON GMBH;13224,00;Werk Musterhausen
WA301216;03.08.2025;AR501216;100042;ADLER HANDEL GMBH;30223,00;Werk Musterhausen
WA301217;04.08.2025;AR501217;100031;RATIO PAPIER KG;42983,00;Werk Musterhausen
WA301218;12.08.2025;AR501218;100052;ORION TRANSPORT GMBH;26134,00;Werk Musterhausen
WA301219;22.08.2025;AR501219;100055;ADLER DRUCK KG;32059,00;Werk Musterhausen
WA301220;27.08.2025;AR501220;100123;SÜD CHEMIE GMBH & CO. KG;14893,00;Werk Musterhausen
WA301221;19.08.2025;AR501221;100129;ALPHA PAPIER E.K.;34807,00;Werk Musterhausen
WA301222;23.08.2025;AR501222;100037;PACTUM TECHNIK GMBH;34708,00;Werk Musterhausen
WA301223;20.08.2025;AR501223;100093;TERRA RECYCLING GMBH;10108,00;Werk Musterhausen
WA301224;04.08.2025;AR501224;100135;PACTUM KARTON E.K.;52266,00;Werk Musterhausen
WA301225;15.08.2025;AR501225;100057;CORVUS FORMTEILE GMBH;26953,00;Werk Musterhausen
WA301226;18.08.2025;AR501226;100156;KRANICH PAPIER GMBH & CO. KG;48038,00;Werk Musterhausen
WA301227;30.08.2025;AR501227;100033;WEST TECHNIK GMBH;4086,00;Werk Musterhausen
WA301228;24.08.2025;AR501228;100034;BOREAS PAPIER GMBH;2123,00;Werk Musterhausen
WA301229;13.08.2025;AR501229;100156;KRANICH PAPIER GMBH & CO. KG;42162,00;Werk Musterhausen
WA301230;12.08.2025;AR501230;100124;MERKUR MASCHINEN KG;5341,00;Werk Musterhausen
WA301231;21.08.2025;AR501231;100012;ATLAS FORMTEILE SE;31594,00;Werk Musterhausen
WA301232;16.08.2025;AR501232;100036;KRONOS PAPIER GMBH;45572,00;Werk Musterhausen
WA301233;21.08.2025;AR501233;100047;ADLER KARTON KG;53796,00;Werk Musterhausen
WA301234;03.08.2025;AR501234;100095;KRONOS MASCHINEN SE;16930,00;Werk Musterhausen
WA301235;01.08.2025;AR501235;100064;FALKE MASCHINEN GMBH;48967,00;Werk Musterhausen
WA301236;30.08.2025;AR501236;100100;KRONOS TRANSPORT SE;42455,00;Werk Musterhausen
WA301237;06.08.2025;AR501237;100125;AURORA HANDEL GMBH;50614,00;Werk Musterhausen
WA301238;06.08.2025;AR501238;100068;VEGA ETIKETTEN KG;54075,00;Werk Musterhausen
WA301239;14.08.2025;AR501239;100008;FALKE CHEMIE KG;18122,00;Werk Musterhausen
WA301240;27.08.2025;AR501240;100118;LUPUS PAPIER GMBH;11026,00;Werk Musterhausen
WA301241;12.08.2025;AR501241;100154;CIVES WERKSTOFFE E.K.;23936,00;Werk Musterhausen
WA301242;07.08.2025;AR501242;100023;OST PAPIER SE;32301,00;Werk Musterhausen
WA301243;25.08.2025;AR501243;100054;CIVES ETIKETTEN SE;13714,00;Werk Musterhausen
WA301244;24.08.2025;AR501244;100132;CORVUS CHEMIE KG;24731,00;Werk Musterhausen
WA301245;30.08.2025;AR501245;100078;FALKE SYSTEME GMBH;3400,00;Werk Musterhausen
WA301246;31.08.2025;AR501246;100125;AURORA HANDEL GMBH;39253,00;Werk Musterhausen
WA301247;17.08.2025;AR501247;100097;VEGA WERKSTOFFE KG;5482,00;Werk Musterhausen
WA301248;09.08.2025;AR501248;100009;TITAN TECHNIK GMBH;43889,00;Werk Musterhausen
WA301249;11.08.2025;AR501249;100045;HELIOS DRUCK GMBH;18495,00;Werk Musterhausen
WA301250;26.08.2025;AR501250;100111;PACTUM RECYCLING E.K.;15864,00;Werk Musterhausen
WA301251;01.08.2025;AR501251;100095;KRONOS MASCHINEN SE;43748,00;Werk Musterhausen
WA301252;05.08.2025;AR501252;100068;VEGA ETIKETTEN KG;38208,00;Werk Musterhausen
WA301253;10.08.2025;AR501253;100134;SOLUM TRANSPORT E.K.;32102,00;Werk Musterhausen
WA301254;22.08.2025;AR501254;100015;OST WERKSTOFFE AG;48526,00;Werk Musterhausen
WA301255;03.08.2025;AR501255;100090;WEST WERKSTOFFE GMBH;40145,00;Werk Musterhausen
WA301256;14.08.2025;AR501256;100138;ALPHA FOLIEN GMBH;54178,00;Werk Musterhausen
WA301257;01.08.2025;AR501257;100132;CORVUS CHEMIE KG;33199,00;Werk Musterhausen
WA301258;12.08.2025;AR501258;100001;FOKUS KUNSTSTOFF GMBH;39261,00;Werk Musterhausen
WA301259;25.08.2025;AR501259;100070;ADLER DRUCK GMBH;10003,00;Werk Musterhausen
WA301260;19.08.2025;AR501260;100121;FALKE WERKSTOFFE GMBH;2131,00;Werk Musterhausen
WA301261;15.08.2025;AR501261;100042;ADLER HANDEL GMBH;37670,00;Werk Musterhausen
WA301262;15.08.2025;AR501262;100126;DELTA TECHNIK SE;52609,00;Werk Musterhausen
WA301263;02.08.2025;AR501263;100104;NORD INDUSTRIEBEDARF GMBH;23364,00;Werk Musterhausen
WA301264;07.08.2025;AR501264;100103;IRIS MASCHINEN AG;37745,00;Werk Musterhausen
WA301265;21.08.2025;AR501265;100069;HELIOS WERKSTOFFE GMBH;34859,00;Werk Musterhausen
WA301266;23.08.2025;AR501266;100010;FOKUS TECHNIK GMBH;1830,00;Werk Musterhausen
WA301267;03.08.2025;AR501267;100072;IRIS LOGISTIK E.K.;25457,00;Werk Musterhausen
WA301268;16.08.2025;AR501268;100115;BOREAS KUNSTSTOFF KG;23438,00;Werk Musterhausen
WA301269;25.08.2025;AR501269;100038;SATURN MASCHINEN GMBH;11809,00;Werk Musterhausen
WA301270;21.08.2025;AR501270;100157;IRIS DISTRIBUTION GMBH;35076,00;Werk Musterhausen
WA301271;08.08.2025;AR501271;100122;FOKUS SYSTEME GMBH;10033,00;Werk Musterhausen
WA301272;28.08.2025;AR501272;100110;RATIO RECYCLING E.K.;24433,00;Werk Musterhausen
WA301273;07.08.2025;AR501273;100033;WEST TECHNIK GMBH;8690,00;Werk Musterhausen
WA301274;15.08.2025;AR501274;100148;AURORA INDUSTRIEBEDARF GMBH & CO. KG;48326,00;Werk Musterhausen
WA301275;16.08.2025;AR501275;100129;ALPHA PAPIER E.K.;42824,00;Werk Musterhausen
WA301276;28.08.2025;AR501276;100044;VEGA FORMTEILE GMBH;42103,00;Werk Musterhausen
WA301277;05.08.2025;AR501277;100118;LUPUS PAPIER GMBH;21869,00;Werk Musterhausen
WA301278;26.08.2025;AR501278;100006;SÜD DRUCK GMBH;53022,00;Werk Musterhausen
WA301279;08.08.2025;AR501279;100071;VEGA PAPIER GMBH;29463,00;Werk Musterhausen
WA301280;06.08.2025;AR501280;100157;IRIS DISTRIBUTION GMBH;28032,00;Werk Musterhausen
WA301281;29.08.2025;AR501281;100046;SÜD KUNSTSTOFF KG;41865,00;Werk Musterhausen
WA301282;09.08.2025;AR501282;100094;SATURN FORMTEILE SE;26457,00;Werk Musterhausen
WA301283;31.08.2025;AR501283;100106;ALPHA RECYCLING AG;8783,00;Werk Musterhausen
WA301284;30.08.2025;AR501284;100143;NOVA WERKSTOFFE KG;48043,00;Werk Musterhausen
WA301285;18.08.2025;AR501285;100052;ORION TRANSPORT GMBH;34624,00;Werk Musterhausen
WA301286;10.08.2025;AR501286;100059;FOKUS RECYCLING GMBH & CO. KG;2333,00;Werk Musterhausen
WA301287;14.08.2025;AR501287;100004;PRISMA SYSTEME AG;25607,00;Werk Musterhausen
WA301288;26.08.2025;AR501288;100117;ATLAS HANDEL E.K.;10711,00;Werk Musterhausen
WA301289;25.08.2025;AR501289;100005;CORVUS HANDEL KG;40080,00;Werk Musterhausen
WA301290;01.08.2025;AR501290;100156;KRANICH PAPIER GMBH & CO. KG;54718,00;Werk Musterhausen
WA301291;18.08.2025;AR501291;100156;KRANICH PAPIER GMBH & CO. KG;29340,00;Werk Musterhausen
WA301292;26.08.2025;AR501292;100117;ATLAS HANDEL E.K.;29807,00;Werk Musterhausen
WA301293;03.08.2025;AR501293;100109;SOLUM KARTON GMBH & CO. KG;38146,00;Werk Musterhausen
WA301294;26.08.2025;AR501294;100143;NOVA WERKSTOFFE KG;5080,00;Werk Musterhausen
WA301295;23.08.2025;AR501295;100081;ADLER RECYCLING GMBH;7043,00;Werk Musterhausen
WA301296;18.08.2025;AR501296;100088;NOVA BESCHICHTUNG GMBH;42489,00;Werk Musterhausen
WA301297;04.08.2025;AR501297;100052;ORION TRANSPORT GMBH;17946,00;Werk Musterhausen
WA301298;29.08.2025;AR501298;100110;RATIO RECYCLING E.K.;51863,00;Werk Musterhausen
WA301299;18.08.2025;AR501299;100122;FOKUS SYSTEME GMBH;17994,00;Werk Musterhausen
WA301300;20.08.2025;AR501300;100142;NOVA RECYCLING SE;31409,00;Werk Musterhausen
WA301301;07.08.2025;AR501301;100055;ADLER DRUCK KG;16333,00;Werk Musterhausen
WA301302;29.08.2025;AR501302;100003;IRIS MASCHINEN KG;31092,00;Werk Musterhausen
WA301303;01.08.2025;AR501303;100077;KRANICH FORMTEILE E.K.;18072,00;Werk Musterhausen
WA301304;04.08.2025;AR501304;100047;ADLER KARTON KG;54337,00;Werk Musterhausen
WA301305;03.08.2025;AR501305;100055;ADLER DRUCK KG;29308,00;Werk Musterhausen
WA301306;20.08.2025;AR501306;100096;ALPHA SYSTEME E.K.;13813,00;Werk Musterhausen
WA301307;28.08.2025;AR501307;100111;PACTUM RECYCLING E.K.;45930,00;Werk Musterhausen
WA301308;11.08.2025;AR501308;100047;ADLER KARTON KG;25765,00;Werk Musterhausen
WA301309;18.08.2025;AR501309;100156;KRANICH PAPIER GMBH & CO. KG;36800,00;Werk Musterhausen
WA301310;08.08.2025;AR501310;100140;MERKUR HANDEL E.K.;48859,00;Werk Musterhausen
WA301311;25.08.2025;AR501311;100036;KRONOS PAPIER GMBH;30689,00;Werk Musterhausen
WA301312;24.08.2025;AR501312;100022;WEST INDUSTRIEBEDARF GMBH;27582,00;Werk Musterhausen
WA301313;10.08.2025;AR501313;100059;FOKUS RECYCLING GMBH & CO. KG;21777,00;Werk Musterhausen
WA301314;21.08.2025;AR501314;100096;ALPHA SYSTEME E.K.;47203,00;Werk Musterhausen
WA301315;25.08.2025;AR501315;100039;IRIS TECHNIK GMBH;36193,00;Werk Musterhausen
WA301316;04.08.2025;AR501316;100089;LUPUS RECYCLING GMBH;3244,00;Werk Musterhausen
WA301317;06.08.2025;AR501317;100077;KRANICH FORMTEILE E.K.;20320,00;Werk Musterhausen
WA301318;03.08.2025;AR501318;100003;IRIS MASCHINEN KG;35113,00;Werk Musterhausen
WA301319;18.08.2025;AR501319;100089;LUPUS RECYCLING GMBH;18170,00;Werk Musterhausen
WA301320;19.08.2025;AR501320;100127;TERRA TECHNIK KG;43307,00;Werk Musterhausen
WA301321;21.08.2025;AR501321;100055;ADLER DRUCK KG;44106,00;Werk Musterhausen
WA301322;23.08.2025;AR501322;100138;ALPHA FOLIEN GMBH;26867,00;Werk Musterhausen
WA301323;18.08.2025;AR501323;100048;ATLAS ETIKETTEN GMBH & CO. KG;45165,00;Werk Musterhausen
WA301324;07.08.2025;AR501324;100006;SÜD DRUCK GMBH;41438,00;Werk Musterhausen
WA301325;28.08.2025;AR501325;100116;KRANICH MASCHINEN KG;26367,00;Werk Musterhausen
WA301326;08.08.2025;AR501326;100129;ALPHA PAPIER E.K.;31523,00;Werk Musterhausen
WA301327;20.08.2025;AR501327;100063;MERKUR DRUCK SE;11567,00;Werk Musterhausen
WA301328;12.08.2025;AR501328;100072;IRIS LOGISTIK E.K.;39147,00;Werk Musterhausen
WA301329;26.08.2025;AR501329;100056;NORD WERKSTOFFE SE;53451,00;Werk Musterhausen
WA301330;05.08.2025;AR501330;100082;NORD PAPIER KG;25566,00;Werk Musterhausen
WA301331;09.08.2025;AR501331;100082;NORD PAPIER KG;3081,00;Werk Musterhausen
WA301332;25.08.2025;AR501332;100021;HELIOS RECYCLING GMBH;6892,00;Werk Musterhausen
WA301333;20.08.2025;AR501333;100127;TERRA TECHNIK KG;9557,00;Werk Musterhausen
WA301334;22.08.2025;AR501334;100124;MERKUR MASCHINEN KG;3763,00;Werk Musterhausen
WA301335;03.08.2025;AR501335;100023;OST PAPIER SE;13563,00;Werk Musterhausen
WA301336;13.08.2025;AR501336;100048;ATLAS ETIKETTEN GMBH & CO. KG;2535,00;Werk Musterhausen
WA301337;03.08.2025;AR501337;100128;RATIO INDUSTRIEBEDARF AG;17605,00;Werk Musterhausen
WA301338;31.08.2025;AR501338;100070;ADLER DRUCK GMBH;22614,00;Werk Musterhausen
WA301339;01.08.2025;AR501339;100081;ADLER RECYCLING GMBH;44581,00;Werk Musterhausen
WA301340;15.08.2025;AR501340;100012;ATLAS FORMTEILE SE;39403,00;Werk Musterhausen
WA301341;25.08.2025;AR501341;100006;SÜD DRUCK GMBH;19653,00;Werk Musterhausen
WA301342;06.08.2025;AR501342;100022;WEST INDUSTRIEBEDARF GMBH;22777,00;Werk Musterhausen
WA301343;18.08.2025;AR501343;100018;SOLUM RECYCLING AG;41904,00;Werk Musterhausen
WA301344;21.08.2025;AR501344;100114;ATLAS CHEMIE GMBH;4055,00;Werk Musterhausen
WA301345;27.08.2025;AR501345;100022;WEST INDUSTRIEBEDARF GMBH;28042,00;Werk Musterhausen
WA301346;23.08.2025;AR501346;100046;SÜD KUNSTSTOFF KG;2859,00;Werk Musterhausen
WA301347;19.08.2025;AR501347;100000;FALKE FOLIEN E.K.;6082,00;Werk Musterhausen
WA301348;25.08.2025;AR501348;100024;KRANICH HANDEL GMBH;35764,00;Werk Musterhausen
WA301349;14.08.2025;AR501349;100041;PRISMA HANDEL E.K.;10056,00;Werk Musterhausen
WA301350;21.08.2025;AR501350;100120;WEST TECHNIK SE;44102,00;Werk Musterhausen
WA301351;25.08.2025;AR501351;100137;PRISMA DISTRIBUTION GMBH;20372,00;Werk Musterhausen
WA301352;01.08.2025;AR501352;100046;SÜD KUNSTSTOFF KG;25637,00;Werk Musterhausen
WA301353;31.08.2025;AR501353;100026;IRIS KUNSTSTOFF E.K.;41706,00;Werk Musterhausen
WA301354;18.08.2025;AR501354;100144;WEST CHEMIE SE;2857,00;Werk Musterhausen
WA301355;19.08.2025;AR501355;100016;MERKUR WERKSTOFFE SE;40415,00;Werk Musterhausen
WA301356;19.08.2025;AR501356;100003;IRIS MASCHINEN KG;32889,00;Werk Musterhausen
WA301357;21.08.2025;AR501357;100095;KRONOS MASCHINEN SE;12194,00;Werk Musterhausen
WA301358;27.08.2025;AR501358;100087;SOLUM VERPACKUNG GMBH;45124,00;Werk Musterhausen
WA301359;09.08.2025;AR501359;100098;PACTUM FOLIEN AG;8891,00;Werk Musterhausen
WA301360;29.09.2025;AR501360;100128;RATIO INDUSTRIEBEDARF AG;9320,00;Werk Musterhausen
WA301361;29.09.2025;AR501361;100093;TERRA RECYCLING GMBH;52585,00;Werk Musterhausen
WA301362;29.09.2025;AR501362;100015;OST WERKSTOFFE AG;26954,00;Werk Musterhausen
