RECHNUNGSNUMMER;ART;DEBITOR;DEBITORNAME;FAKTURADATUM;LEISTUNGSDATUM;BETRAG_EUR;WAEHRUNG;BEMERKUNG
AR501026;Rechnung;100127;TERRA TECHNIK KG;31.07.2025;31.07.2025;7260,00;EUR;
AR501027;Rechnung;100102;CASTOR FORMTEILE GMBH;18.07.2025;18.07.2025;10538,00;EUR;
AR501028;Rechnung;100010;FOKUS TECHNIK GMBH;20.07.2025;20.07.2025;43915,00;EUR;
AR501029;Rechnung;100124;MERKUR MASCHINEN KG;13.07.2025;13.07.2025;37704,00;EUR;
AR501030;Rechnung;100023;OST PAPIER SE;20.07.2025;20.07.2025;20027,00;EUR;
AR501031;Rechnung;100123;SÜD CHEMIE GMBH & CO. KG;31.07.2025;31.07.2025;23374,00;EUR;
AR501032;Rechnung;100145;ATLAS RECYCLING SE;28.07.2025;28.07.2025;13938,00;EUR;
AR501033;Rechnung;100018;SOLUM RECYCLING AG;06.07.2025;06.07.2025;16663,00;EUR;
AR501034;Rechnung;100144;WEST CHEMIE SE;29.07.2025;29.07.2025;12854,00;EUR;
AR501035;Rechnung;100119;TITAN WERKSTOFFE GMBH & CO. KG;20.07.2025;20.07.2025;44599,00;EUR;
AR501036;Rechnung;100095;KRONOS MASCHINEN SE;19.07.2025;19.07.2025;25402,00;EUR;
AR501037;Rechnung;100016;MERKUR WERKSTOFFE SE;25.07.2025;25.07.2025;17115,00;EUR;
AR501038;Rechnung;100127;TERRA TECHNIK KG;22.07.2025;22.07.2025;23172,00;EUR;
AR501039;Rechnung;100088;NOVA BESCHICHTUNG GMBH;18.07.2025;18.07.2025;5801,00;EUR;
AR501040;Rechnung;100103;IRIS MASCHINEN AG;06.07.2025;06.07.2025;36693,00;EUR;
AR501041;Rechnung;100007;RATIO LOGISTIK GMBH;19.07.2025;19.07.2025;13944,00;EUR;
AR501042;Rechnung;100091;RATIO RECYCLING AG;28.07.2025;28.07.2025;13251,00;EUR;
AR501043;Rechnung;100038;SATURN MASCHINEN GMBH;08.07.2025;08.07.2025;21470,00;EUR;
AR501044;Rechnung;100109;SOLUM KARTON GMBH & CO. KG;13.07.2025;13.07.2025;8364,00;EUR;
AR501045;Rechnung;100156;KRANICH PAPIER GMBH & CO. KG;12.07.2025;12.07.2025;17698,00;EUR;
AR501046;Rechnung;100078;FALKE SYSTEME GMBH;27.07.2025;27.07.2025;15281,00;EUR;
AR501047;Rechnung;100039;IRIS TECHNIK GMBH;22.07.2025;22.07.2025;51169,00;EUR;
AR501048;Rechnung;100063;MERKUR DRUCK SE;29.07.2025;29.07.2025;25881,00;EUR;
AR501049;Rechnung;100024;KRANICH HANDEL GMBH;01.07.2025;01.07.2025;23458,00;EUR;
AR501050;Rechnung;100008;FALKE CHEMIE KG;04.07.2025;04.07.2025;12039,00;EUR;
AR501051;Rechnung;100003;IRIS MASCHINEN KG;27.07.2025;27.07.2025;7420,00;EUR;
AR501052;Rechnung;100105;WEST SYSTEME GMBH & CO. KG;22.07.2025;22.07.2025;32965,00;EUR;
AR501053;Rechnung;100096;ALPHA SYSTEME E.K.;27.07.2025;27.07.2025;36855,00;EUR;
AR501054;Rechnung;100031;RATIO PAPIER KG;06.07.2025;06.07.2025;16762,00;EUR;
AR501055;Rechnung;100025;LUPUS CHEMIE AG;17.07.2025;17.07.2025;25089,00;EUR;
AR501056;Rechnung;100066;SOLUM PAPIER GMBH;06.07.2025;06.07.2025;14691,00;EUR;
AR501057;Rechnung;100137;PRISMA DISTRIBUTION GMBH;18.07.2025;18.07.2025;27508,00;EUR;
AR501058;Rechnung;100039;IRIS TECHNIK GMBH;23.07.2025;23.07.2025;46792,00;EUR;
AR501059;Rechnung;100079;CORVUS KARTON GMBH;17.07.2025;17.07.2025;12159,00;EUR;
AR501060;Rechnung;100145;ATLAS RECYCLING SE;15.07.2025;15.07.2025;3840,00;EUR;
AR501061;Rechnung;100077;KRANICH FORMTEILE E.K.;18.07.2025;18.07.2025;8182,00;EUR;
AR501062;Rechnung;100109;SOLUM KARTON GMBH & CO. KG;23.07.2025;23.07.2025;51576,00;EUR;
AR501063;Rechnung;100107;CASTOR VERPACKUNG AG;19.07.2025;19.07.2025;43547,00;EUR;
AR501064;Rechnung;100040;SOLUM WERKSTOFFE GMBH;25.07.2025;25.07.2025;15144,00;EUR;
AR501065;Rechnung;100039;IRIS TECHNIK GMBH;19.07.2025;19.07.2025;5258,00;EUR;
AR501066;Rechnung;100106;ALPHA RECYCLING AG;26.07.2025;26.07.2025;17181,00;EUR;
AR501067;Rechnung;100076;PACTUM LOGISTIK SE;20.07.2025;20.07.2025;3195,00;EUR;
AR501068;Rechnung;100153;KRONOS INDUSTRIEBEDARF E.K.;15.07.2025;15.07.2025;19708,00;EUR;
AR501069;Rechnung;100156;KRANICH PAPIER GMBH & CO. KG;02.07.2025;02.07.2025;41676,00;EUR;
AR501070;Rechnung;100001;FOKUS KUNSTSTOFF GMBH;04.07.2025;04.07.2025;9992,00;EUR;
AR501071;Rechnung;100111;PACTUM RECYCLING E.K.;24.07.2025;24.07.2025;38199,00;EUR;
AR501072;Rechnung;100083;MERKUR MASCHINEN GMBH;01.07.2025;01.07.2025;20166,00;EUR;
AR501073;Rechnung;100063;MERKUR DRUCK SE;24.07.2025;24.07.2025;41469,00;EUR;
AR501074;Rechnung;100045;HELIOS DRUCK GMBH;15.07.2025;15.07.2025;32641,00;EUR;
AR501075;Rechnung;100087;SOLUM VERPACKUNG GMBH;10.07.2025;10.07.2025;11084,00;EUR;
AR501076;Rechnung;100014;ALPHA HANDEL GMBH;16.07.2025;16.07.2025;49609,00;EUR;
AR501077;Rechnung;100070;ADLER DRUCK GMBH;17.07.2025;17.07.2025;51748,00;EUR;
AR501078;Rechnung;100042;ADLER HANDEL GMBH;26.07.2025;26.07.2025;4190,00;EUR;
AR501079;Rechnung;100006;SÜD DRUCK GMBH;10.07.2025;10.07.2025;11171,00;EUR;
AR501080;Rechnung;100144;WEST CHEMIE SE;09.07.2025;09.07.2025;50456,00;EUR;
AR501081;Rechnung;100031;RATIO PAPIER KG;29.07.2025;29.07.2025;36123,00;EUR;
AR501082;Rechnung;100132;CORVUS CHEMIE KG;13.07.2025;13.07.2025;54668,00;EUR;
AR501083;Rechnung;100038;SATURN MASCHINEN GMBH;11.07.2025;11.07.2025;47000,00;EUR;
AR501084;Rechnung;100014;ALPHA HANDEL GMBH;01.07.2025;01.07.2025;44089,00;EUR;
AR501085;Rechnung;100103;IRIS MASCHINEN AG;08.07.2025;08.07.2025;29147,00;EUR;
AR501086;Rechnung;100005;CORVUS HANDEL KG;10.07.2025;10.07.2025;25198,00;EUR;
AR501087;Rechnung;100037;PACTUM TECHNIK GMBH;06.07.2025;06.07.2025;9057,00;EUR;
AR501088;Rechnung;100067;NOVA DRUCK GMBH;27.07.2025;27.07.2025;20701,00;EUR;
AR501089;Rechnung;100059;FOKUS RECYCLING GMBH & CO. KG;09.07.2025;09.07.2025;16350,00;EUR;
AR501090;Rechnung;100081;ADLER RECYCLING GMBH;15.07.2025;15.07.2025;6782,00;EUR;
AR501091;Rechnung;100125;AURORA HANDEL GMBH;03.07.2025;03.07.2025;51314,00;EUR;
AR501092;Rechnung;100119;TITAN WERKSTOFFE GMBH & CO. KG;16.07.2025;16.07.2025;19918,00;EUR;
AR501093;Rechnung;100116;KRANICH MASCHINEN KG;18.07.2025;18.07.2025;23421,00;EUR;
AR501094;Rechnung;100108;ATLAS MASCHINEN AG;14.07.2025;14.07.2025;530,00;EUR;
AR501095;Rechnung;100051;PACTUM DISTRIBUTION KG;23.07.2025;23.07.2025;48857,00;EUR;
AR501096;Rechnung;100027;BOREAS TRANSPORT AG;22.07.2025;22.07.2025;29272,00;EUR;
AR501097;Rechnung;100009;TITAN TECHNIK GMBH;29.07.2025;29.07.2025;38716,00;EUR;
AR501098;Rechnung;100155;RATIO TRANSPORT GMBH;24.07.2025;24.07.2025;18468,00;EUR;
AR501099;Rechnung;100110;RATIO RECYCLING E.K.;26.07.2025;26.07.2025;18874,00;EUR;
AR501100;Rechnung;100083;MERKUR MASCHINEN GMBH;26.07.2025;26.07.2025;36330,00;EUR;
AR501101;Rechnung;100048;ATLAS ETIKETTEN GMBH & CO. KG;13.07.2025;13.07.2025;35708,00;EUR;
AR501102;Rechnung;100036;KRONOS PAPIER GMBH;03.07.2025;03.07.2025;49365,00;EUR;
AR501103;Rechnung;100024;KRANICH HANDEL GMBH;22.07.2025;22.07.2025;22232,00;EUR;
AR501104;Rechnung;100038;SATURN MASCHINEN GMBH;30.07.2025;30.07.2025;51462,00;EUR;
AR501105;Rechnung;100031;RATIO PAPIER KG;21.07.2025;21.07.2025;49441,00;EUR;
AR501106;Rechnung;100125;AURORA HANDEL GMBH;31.07.2025;31.07.2025;606,00;EUR;
AR501107;Rechnung;100149;RATIO DISTRIBUTION GMBH;27.07.2025;27.07.2025;45302,00;EUR;
AR501108;Rechnung;100068;VEGA ETIKETTEN KG;27.07.2025;27.07.2025;15211,00;EUR;
AR501109;Rechnung;100032;OMEGA VERPACKUNG KG;22.07.2025;22.07.2025;34173,00;EUR;
AR501110;Rechnung;100140;MERKUR HANDEL E.K.;24.07.2025;24.07.2025;25458,00;EUR;
AR501111;Rechnung;100084;FOKUS LOGISTIK AG;07.07.2025;07.07.2025;26629,00;EUR;
AR501112;Rechnung;100018;SOLUM RECYCLING AG;21.07.2025;21.07.2025;15001,00;EUR;
AR501113;Rechnung;100140;MERKUR HANDEL E.K.;29.07.2025;29.07.2025;886,00;EUR;
AR501114;Rechnung;100156;KRANICH PAPIER GMBH & CO. KG;27.07.2025;27.07.2025;51906,00;EUR;
AR501115;Rechnung;100141;SOLUM TRANSPORT KG;13.07.2025;13.07.2025;27297,00;EUR;
AR501116;Rechnung;100101;WEST KARTON GMBH;04.07.2025;04.07.2025;19265,00;EUR;
AR501117;Rechnung;100093;TERRA RECYCLING GMBH;12.07.2025;12.07.2025;23906,00;EUR;
AR501118;Rechnung;100048;ATLAS ETIKETTEN GMBH & CO. KG;01.07.2025;01.07.2025;49053,00;EUR;
AR501119;Rechnung;100127;TERRA TECHNIK KG;31.07.2025;31.07.2025;48871,00;EUR;
AR501120;Rechnung;100135;PACTUM KARTON E.K.;17.07.2025;17.07.2025;4270,00;EUR;
AR501121;Rechnung;100072;IRIS LOGISTIK E.K.;03.07.2025;03.07.2025;10388,00;EUR;
AR501122;Rechnung;100005;CORVUS HANDEL KG;03.07.2025;03.07.2025;30555,00;EUR;
AR501123;Rechnung;100015;OST WERKSTOFFE AG;16.07.2025;16.07.2025;54710,00;EUR;
AR501124;Rechnung;100099;VEGA CHEMIE KG;12.07.2025;12.07.2025;5285,00;EUR;
AR501125;Rechnung;100141;SOLUM TRANSPORT KG;20.07.2025;20.07.2025;42976,00;EUR;
AR501126;Rechnung;100072;IRIS LOGISTIK E.K.;18.07.2025;18.07.2025;15349,00;EUR;
AR501127;Rechnung;100054;CIVES ETIKETTEN SE;26.07.2025;26.07.2025;45402,00;EUR;
AR501128;Rechnung;100035;CIVES TECHNIK GMBH;26.07.2025;26.07.2025;48694,00;EUR;
AR501129;Rechnung;100043;DELTA BESCHICHTUNG GMBH & CO. KG;20.07.2025;20.07.2025;11163,00;EUR;
AR501130;Rechnung;100153;KRONOS INDUSTRIEBEDARF E.K.;10.07.2025;10.07.2025;5437,00;EUR;
AR501131;Rechnung;100100;KRONOS TRANSPORT SE;05.07.2025;05.07.2025;39855,00;EUR;
AR501132;Rechnung;100088;NOVA BESCHICHTUNG GMBH;27.07.2025;27.07.2025;27586,00;EUR;
AR501133;Rechnung;100135;PACTUM KARTON E.K.;16.07.2025;16.07.2025;561,00;EUR;
AR501134;Rechnung;100144;WEST CHEMIE SE;31.07.2025;31.07.2025;17718,00;EUR;
AR501135;Rechnung;100105;WEST SYSTEME GMBH & CO. KG;21.07.2025;21.07.2025;28585,00;EUR;
AR501136;Rechnung;100132;CORVUS CHEMIE KG;07.07.2025;07.07.2025;3465,00;EUR;
AR501137;Rechnung;100089;LUPUS RECYCLING GMBH;27.07.2025;27.07.2025;2455,00;EUR;
AR501138;Rechnung;100140;MERKUR HANDEL E.K.;09.07.2025;09.07.2025;24057,00;EUR;
AR501139;Rechnung;100106;ALPHA RECYCLING AG;27.07.2025;27.07.2025;1008,00;EUR;
AR501140;Rechnung;100006;SÜD DRUCK GMBH;16.07.2025;16.07.2025;36402,00;EUR;
AR501141;Rechnung;100095;KRONOS MASCHINEN SE;04.07.2025;04.07.2025;7353,00;EUR;
AR501142;Rechnung;100104;NORD INDUSTRIEBEDARF GMBH;16.07.2025;16.07.2025;1696,00;EUR;
AR501143;Rechnung;100134;SOLUM TRANSPORT E.K.;18.07.2025;18.07.2025;17082,00;EUR;
AR501144;Rechnung;100045;HELIOS DRUCK GMBH;19.07.2025;19.07.2025;1498,00;EUR;
AR501145;Rechnung;100158;WEST SYSTEME AG;09.07.2025;09.07.2025;29881,00;EUR;
AR501146;Rechnung;100084;FOKUS LOGISTIK AG;08.07.2025;08.07.2025;26971,00;EUR;
AR501147;Rechnung;100019;POLLUX SYSTEME GMBH;18.07.2025;18.07.2025;9069,00;EUR;
AR501148;Rechnung;100035;CIVES TECHNIK GMBH;25.07.2025;25.07.2025;50144,00;EUR;
AR501149;Rechnung;100096;ALPHA SYSTEME E.K.;07.07.2025;07.07.2025;6538,00;EUR;
AR501150;Rechnung;100108;ATLAS MASCHINEN AG;22.07.2025;22.07.2025;40331,00;EUR;
AR501151;Rechnung;100076;PACTUM LOGISTIK SE;05.07.2025;05.07.2025;28165,00;EUR;
AR501152;Rechnung;100046;SÜD KUNSTSTOFF KG;02.07.2025;02.07.2025;38028,00;EUR;
AR501153;Rechnung;100041;PRISMA HANDEL E.K.;02.07.2025;02.07.2025;10141,00;EUR;
AR501154;Rechnung;100025;LUPUS CHEMIE AG;05.07.2025;05.07.2025;39467,00;EUR;
AR501155;Rechnung;100052;ORION TRANSPORT GMBH;27.07.2025;27.07.2025;6937,00;EUR;
AR501156;Rechnung;100158;WEST SYSTEME AG;17.07.2025;17.07.2025;27840,00;EUR;
AR501157;Rechnung;100051;PACTUM DISTRIBUTION KG;24.07.2025;24.07.2025;54206,00;EUR;
AR501158;Rechnung;100128;RATIO INDUSTRIEBEDARF AG;05.07.2025;05.07.2025;2200,00;EUR;
AR501159;Rechnung;100044;VEGA FORMTEILE GMBH;23.07.2025;23.07.2025;43350,00;EUR;
AR501160;Rechnung;100088;NOVA BESCHICHTUNG GMBH;22.07.2025;22.07.2025;8447,00;EUR;
AR501161;Rechnung;100080;RATIO SYSTEME GMBH;29.07.2025;29.07.2025;34774,00;EUR;
AR501162;Rechnung;100135;PACTUM KARTON E.K.;17.07.2025;17.07.2025;630,00;EUR;
AR501163;Rechnung;100096;ALPHA SYSTEME E.K.;09.07.2025;09.07.2025;43520,00;EUR;
AR501164;Rechnung;100059;FOKUS RECYCLING GMBH & CO. KG;13.07.2025;13.07.2025;44045,00;EUR;
AR501165;Rechnung;100138;ALPHA FOLIEN GMBH;11.07.2025;11.07.2025;52008,00;EUR;
AR501166;Rechnung;100083;MERKUR MASCHINEN GMBH;26.07.2025;26.07.2025;8408,00;EUR;
AR501167;Rechnung;100152;NORD WERKSTOFFE GMBH;14.07.2025;14.07.2025;9184,00;EUR;
AR501168;Rechnung;100093;TERRA RECYCLING GMBH;20.07.2025;20.07.2025;34627,00;EUR;
AR501169;Rechnung;100099;VEGA CHEMIE KG;04.07.2025;04.07.2025;46829,00;EUR;
AR501170;Rechnung;100139;RATIO BESCHICHTUNG KG;06.07.2025;06.07.2025;50096,00;EUR;
AR501171;Rechnung;100119;TITAN WERKSTOFFE GMBH & CO. KG;31.07.2025;31.07.2025;25780,00;EUR;
AR501172;Rechnung;100079;CORVUS KARTON GMBH;23.07.2025;23.07.2025;45180,00;EUR;
AR501173;Rechnung;100068;VEGA ETIKETTEN KG;11.07.2025;11.07.2025;30230,00;EUR;
AR501174;Rechnung;100127;TERRA TECHNIK KG;12.07.2025;12.07.2025;27797,00;EUR;
AR501175;Rechnung;100143;NOVA WERKSTOFFE KG;21.07.2025;21.07.2025;11822,00;EUR;
AR501176;Rechnung;100064;FALKE MASCHINEN GMBH;13.07.2025;13.07.2025;28188,00;EUR;
AR501177;Rechnung;100131;WEST FORMTEILE GMBH;27.07.2025;27.07.2025;24209,00;EUR;
AR501178;Rechnung;100024;KRANICH HANDEL GMBH;30.07.2025;30.07.2025;24422,00;EUR;
AR501179;Rechnung;100124;MERKUR MASCHINEN KG;01.07.2025;01.07.2025;2854,00;EUR;
AR501180;Rechnung;100140;MERKUR HANDEL E.K.;31.07.2025;31.07.2025;51699,00;EUR;
AR501181;Rechnung;100043;DELTA BESCHICHTUNG GMBH & CO. KG;01.07.2025;01.07.2025;37678,00;EUR;
AR501182;Rechnung;100129;ALPHA PAPIER E.K.;19.07.2025;19.07.2025;47837,00;EUR;
AR501183;Rechnung;100130;TITAN DISTRIBUTION GMBH;01.07.2025;01.07.2025;11021,00;EUR;
AR501184;Rechnung;100117;ATLAS HANDEL E.K.;15.07.2025;15.07.2025;44082,00;EUR;
AR501185;Rechnung;100000;FALKE FOLIEN E.K.;17.07.2025;17.07.2025;6142,00;EUR;
AR501186;Rechnung;100031;RATIO PAPIER KG;07.07.2025;07.07.2025;20365,00;EUR;
AR501187;Rechnung;100023;OST PAPIER SE;06.07.2025;06.07.2025;4220,00;EUR;
AR501188;Rechnung;100010;FOKUS TECHNIK GMBH;12.07.2025;12.07.2025;32151,00;EUR;
AR501189;Rechnung;100081;ADLER RECYCLING GMBH;28.07.2025;28.07.2025;54967,00;EUR;
AR501190;Rechnung;100045;HELIOS DRUCK GMBH;30.08.2025;30.08.2025;11858,00;EUR;
AR501191;Rechnung;100067;NOVA DRUCK GMBH;19.08.2025;19.08.2025;12895,00;EUR;
AR501192;Rechnung;100104;NORD INDUSTRIEBEDARF GMBH;12.08.2025;12.08.2025;54890,00;EUR;
AR501193;Rechnung;100150;SÜD RECYCLING GMBH;18.08.2025;18.08.2025;21746,00;EUR;
AR501194;Rechnung;100004;PRISMA SYSTEME AG;03.08.2025;03.08.2025;45566,00;EUR;
AR501195;Rechnung;100132;CORVUS CHEMIE KG;27.08.2025;27.08.2025;13820,00;EUR;
AR501196;Rechnung;100040;SOLUM WERKSTOFFE GMBH;31.08.2025;31.08.2025;12215,00;EUR;
AR501197;Rechnung;100030;PRISMA ETIKETTEN AG;28.08.2025;28.08.2025;10218,00;EUR;
AR501198;Rechnung;100004;PRISMA SYSTEME AG;30.08.2025;30.08.2025;5558,00;EUR;
AR501199;Rechnung;100136;KRANICH LOGISTIK GMBH;03.08.2025;03.08.2025;48009,00;EUR;
AR501200;Rechnung;100106;ALPHA RECYCLING AG;14.08.2025;14.08.2025;25283,00;EUR;
AR501201;Rechnung;100047;ADLER KARTON KG;22.08.2025;22.08.2025;26171,00;EUR;
AR501202;Rechnung;100056;NORD WERKSTOFFE SE;10.08.2025;10.08.2025;39941,00;EUR;
AR501203;Rechnung;100107;CASTOR VERPACKUNG AG;18.08.2025;18.08.2025;16253,00;EUR;
AR501204;Rechnung;100096;ALPHA SYSTEME E.K.;15.08.2025;15.08.2025;8645,00;EUR;
AR501205;Rechnung;100109;SOLUM KARTON GMBH & CO. KG;11.08.2025;11.08.2025;33823,00;EUR;
AR501206;Rechnung;100065;ATLAS ETIKETTEN E.K.;15.08.2025;15.08.2025;12623,00;EUR;
AR501207;Rechnung;100020;ADLER TRANSPORT GMBH;22.08.2025;22.08.2025;27008,00;EUR;
AR501208;Rechnung;100059;FOKUS RECYCLING GMBH & CO. KG;01.08.2025;01.08.2025;49811,00;EUR;
AR501209;Rechnung;100039;IRIS TECHNIK GMBH;06.08.2025;06.08.2025;4063,00;EUR;
AR501210;Rechnung;100130;TITAN DISTRIBUTION GMBH;03.08.2025;03.08.2025;41285,00;EUR;
AR501211;Rechnung;100093;TERRA RECYCLING GMBH;26.08.2025;26.08.2025;29217,00;EUR;
AR501212;Rechnung;100063;MERKUR DRUCK SE;13.08.2025;13.08.2025;24014,00;EUR;
AR501213;Rechnung;100031;RATIO PAPIER KG;15.08.2025;15.08.2025;18599,00;EUR;
AR501214;Rechnung;100047;ADLER KARTON KG;25.08.2025;25.08.2025;484,00;EUR;
AR501215;Rechnung;100079;CORVUS KARTON GMBH;28.08.2025;28.08.2025;13224,00;EUR;
AR501216;Rechnung;100042;ADLER HANDEL GMBH;03.08.2025;03.08.2025;30223,00;EUR;
AR501217;Rechnung;100031;RATIO PAPIER KG;04.08.2025;04.08.2025;42983,00;EUR;
AR501218;Rechnung;100052;ORION TRANSPORT GMBH;12.08.2025;12.08.2025;26134,00;EUR;
AR501219;Rechnung;100055;ADLER DRUCK KG;22.08.2025;22.08.2025;32059,00;EUR;
AR501220;Rechnung;100123;SÜD CHEMIE GMBH & CO. KG;27.08.2025;27.08.2025;14893,00;EUR;
AR501221;Rechnung;100129;ALPHA PAPIER E.K.;19.08.2025;19.08.2025;34807,00;EUR;
AR501222;Rechnung;100037;PACTUM TECHNIK GMBH;23.08.2025;23.08.2025;34708,00;EUR;
AR501223;Rechnung;100093;TERRA RECYCLING GMBH;20.08.2025;20.08.2025;10108,00;EUR;
AR501224;Rechnung;100135;PACTUM KARTON E.K.;04.08.2025;04.08.2025;52266,00;EUR;
AR501225;Rechnung;100057;CORVUS FORMTEILE GMBH;15.08.2025;15.08.2025;26953,00;EUR;
AR501226;Rechnung;100156;KRANICH PAPIER GMBH & CO. KG;18.08.2025;18.08.2025;48038,00;EUR;
AR501227;Rechnung;100033;WEST TECHNIK GMBH;30.08.2025;30.08.2025;4086,00;EUR;
AR501228;Rechnung;100034;BOREAS PAPIER GMBH;24.08.2025;24.08.2025;2123,00;EUR;
AR501229;Rechnung;100156;KRANICH PAPIER GMBH & CO. KG;13.08.2025;13.08.2025;42162,00;EUR;
AR501230;Rechnung;100124;MERKUR MASCHINEN KG;12.08.2025;12.08.2025;5341,00;EUR;
AR501231;Rechnung;100012;ATLAS FORMTEILE SE;21.08.2025;21.08.2025;31594,00;EUR;
AR501232;Rechnung;100036;KRONOS PAPIER GMBH;16.08.2025;16.08.2025;45572,00;EUR;
AR501233;Rechnung;100047;ADLER KARTON KG;21.08.2025;21.08.2025;53796,00;EUR;
AR501234;Rechnung;100095;KRONOS MASCHINEN SE;03.08.2025;03.08.2025;16930,00;EUR;
AR501235;Rechnung;100064;FALKE MASCHINEN GMBH;01.08.2025;01.08.2025;48967,00;EUR;
AR501236;Rechnung;100100;KRONOS TRANSPORT SE;30.08.2025;30.08.2025;42455,00;EUR;
AR501237;Rechnung;100125;AURORA HANDEL GMBH;06.08.2025;06.08.2025;50614,00;EUR;
AR501238;Rechnung;100068;VEGA ETIKETTEN KG;06.08.2025;06.08.2025;54075,00;EUR;
AR501239;Rechnung;100008;FALKE CHEMIE KG;14.08.2025;14.08.2025;18122,00;EUR;
AR501240;Rechnung;100118;LUPUS PAPIER GMBH;27.08.2025;27.08.2025;11026,00;EUR;
AR501241;Rechnung;100154;CIVES WERKSTOFFE E.K.;12.08.2025;12.08.2025;23936,00;EUR;
AR501242;Rechnung;100023;OST PAPIER SE;07.08.2025;07.08.2025;32301,00;EUR;
AR501243;Rechnung;100054;CIVES ETIKETTEN SE;25.08.2025;25.08.2025;13714,00;EUR;
AR501244;Rechnung;100132;CORVUS CHEMIE KG;24.08.2025;24.08.2025;24731,00;EUR;
AR501245;Rechnung;100078;FALKE SYSTEME GMBH;30.08.2025;30.08.2025;3400,00;EUR;
AR501246;Rechnung;100125;AURORA HANDEL GMBH;31.08.2025;31.08.2025;39253,00;EUR;
AR501247;Rechnung;100097;VEGA WERKSTOFFE KG;17.08.2025;17.08.2025;5482,00;EUR;
AR501248;Rechnung;100009;TITAN TECHNIK GMBH;09.08.2025;09.08.2025;43889,00;EUR;
AR501249;Rechnung;100045;HELIOS DRUCK GMBH;11.08.2025;11.08.2025;18495,00;EUR;
AR501250;Rechnung;100111;PACTUM RECYCLING E.K.;26.08.2025;26.08.2025;15864,00;EUR;
AR501251;Rechnung;100095;KRONOS MASCHINEN SE;01.08.2025;01.08.2025;43748,00;EUR;
AR501252;Rechnung;100068;VEGA ETIKETTEN KG;05.08.2025;05.08.2025;38208,00;EUR;
AR501253;Rechnung;100134;SOLUM TRANSPORT E.K.;10.08.2025;10.08.2025;32102,00;EUR;
AR501254;Rechnung;100015;OST WERKSTOFFE AG;22.08.2025;22.08.2025;48526,00;EUR;
AR501255;Rechnung;100090;WEST WERKSTOFFE GMBH;03.08.2025;03.08.2025;40145,00;EUR;
AR501256;Rechnung;100138;ALPHA FOLIEN GMBH;14.08.2025;14.08.2025;54178,00;EUR;
AR501257;Rechnung;100132;CORVUS CHEMIE KG;01.08.2025;01.08.2025;33199,00;EUR;
AR501258;Rechnung;100001;FOKUS KUNSTSTOFF GMBH;12.08.2025;12.08.2025;39261,00;EUR;
AR501259;Rechnung;100070;ADLER DRUCK GMBH;25.08.2025;25.08.2025;10003,00;EUR;
AR501260;Rechnung;100121;FALKE WERKSTOFFE GMBH;19.08.2025;19.08.2025;2131,00;EUR;
AR501261;Rechnung;100042;ADLER HANDEL GMBH;15.08.2025;15.08.2025;37670,00;EUR;
AR501262;Rechnung;100126;DELTA TECHNIK SE;15.08.2025;15.08.2025;52609,00;EUR;
AR501263;Rechnung;100104;NORD INDUSTRIEBEDARF GMBH;02.08.2025;02.08.2025;23364,00;EUR;
AR501264;Rechnung;100103;IRIS MASCHINEN AG;07.08.2025;07.08.2025;37745,00;EUR;
AR501265;Rechnung;100069;HELIOS WERKSTOFFE GMBH;21.08.2025;21.08.2025;34859,00;EUR;
AR501266;Rechnung;100010;FOKUS TECHNIK GMBH;23.08.2025;23.08.2025;1830,00;EUR;
AR501267;Rechnung;100072;IRIS LOGISTIK E.K.;03.08.2025;03.08.2025;25457,00;EUR;
AR501268;Rechnung;100115;BOREAS KUNSTSTOFF KG;16.08.2025;16.08.2025;23438,00;EUR;
AR501269;Rechnung;100038;SATURN MASCHINEN GMBH;25.08.2025;25.08.2025;11809,00;EUR;
AR501270;Rechnung;100157;IRIS DISTRIBUTION GMBH;21.08.2025;21.08.2025;35076,00;EUR;
AR501271;Rechnung;100122;FOKUS SYSTEME GMBH;08.08.2025;08.08.2025;10033,00;EUR;
AR501272;Rechnung;100110;RATIO RECYCLING E.K.;28.08.2025;28.08.2025;24433,00;EUR;
AR501273;Rechnung;100033;WEST TECHNIK GMBH;07.08.2025;07.08.2025;8690,00;EUR;
AR501274;Rechnung;100148;AURORA INDUSTRIEBEDARF GMBH & CO. KG;15.08.2025;15.08.2025;48326,00;EUR;
AR501275;Rechnung;100129;ALPHA PAPIER E.K.;16.08.2025;16.08.2025;42824,00;EUR;
AR501276;Rechnung;100044;VEGA FORMTEILE GMBH;28.08.2025;28.08.2025;42103,00;EUR;
AR501277;Rechnung;100118;LUPUS PAPIER GMBH;05.08.2025;05.08.2025;21869,00;EUR;
AR501278;Rechnung;100006;SÜD DRUCK GMBH;26.08.2025;26.08.2025;53022,00;EUR;
AR501279;Rechnung;100071;VEGA PAPIER GMBH;08.08.2025;08.08.2025;29463,00;EUR;
AR501280;Rechnung;100157;IRIS DISTRIBUTION GMBH;06.08.2025;06.08.2025;28032,00;EUR;
AR501281;Rechnung;100046;SÜD KUNSTSTOFF KG;29.08.2025;29.08.2025;41865,00;EUR;
AR501282;Rechnung;100094;SATURN FORMTEILE SE;09.08.2025;09.08.2025;26457,00;EUR;
AR501283;Rechnung;100106;ALPHA RECYCLING AG;31.08.2025;31.08.2025;8783,00;EUR;
